talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
130014,-1,大师，我回来了。,202,有什么心得？,-1,怪怪箱把自己隐藏在宝箱中，吸引别人靠近然后出其不意的攻击敌人！我想，刺客是不是也是如此?,,,,,,,,,,,,,,,
130015,202,哼，还算有点小聪明，不错，这关也算你过了。,,,,,,,,,,,,,,,,,,,
130016,202,接下来就是最后的考验了，有个魔像从法师公会逃跑了，你去把它击败。,-1,魔像？那不是防御很硬么？,202,那是你要想明白的问题，如果想不明白，说明你没法成为一名刺客，去吧。,,,,,,,,,,,,,,,
130017,-1,大师，我做到了，我击败了那个魔像。,,,,,,,,,,,,,,,,,,,
130018,202,嗯，很好，你完成了所有的考验，可以成为一名刺客了。,-1,谢谢你，大师。,202,哼，虽然你已经成为了一名刺客，但是以后的路还要走很远。,202,把你身上的那些累赘都丢掉，刺客不需要这些笨重的防具。,,,,,,,,,,,,,
130019,203,接下来就是水元素了，你可以借助火元素的感悟去找水元素，元素之间，并非简单的克制那样简单。,-1,好深奥。我现在就去找水元素。,,,,,,,,,,,,,,,,,
130020,203,水火不相容，激烈的反应可以更好的领悟。,,,,,,,,,,,,,,,,,,,
130021,-1,我回来了，浑身都湿透了。,203,快去把身上晾干吧，嘻嘻。,,,,,,,,,,,,,,,,,
130022,203,水火元素的神秘相比你已经有所心得，接下来就是地元素了，去感受一下它的厚重吧。,,,,,,,,,,,,,,,,,,,
130023,203,地元素作为最初始的元素，具有非常大的研究意义。,,,,,,,,,,,,,,,,,,,
130024,203,看样子你已经感悟到了地元素的一丝神秘，怎么样？,-1,还好，地元素太广饶了，只感受到一点点它的神秘。,,,,,,,,,,,,,,,,,
130025,203,还剩最后一个风元素了，作为最难领悟的一个元素，我相信你可以做到的。,,,,,,,,,,,,,,,,,,,
130026,203,风元素无形，只有非常具有才能的人才可以做到。,,,,,,,,,,,,,,,,,,,
130027,-1,我完成了风元素的领悟，老师。,203,很好，看来你很有成为咒术师的天赋，完成了四大元素的领悟。,,,,,,,,,,,,,,,,,
130028,203,接下来就是最后的融合了，去吧，去找咒术之源领悟咒术的奥秘吧！,,,,,,,,,,,,,,,,,,,
130029,203,我看好你会成为一个优秀的咒术师的。,,,,,,,,,,,,,,,,,,,
130030,203,你完成了所有的感悟，成为一名咒术师了。,-1,真的吗？谢谢您。,203,咒术一道，非常讲究个人的领悟，希望你多多钻研，成为一名优秀的咒术师。,,,,,,,,,,,,,,,
130031,-1,佩普叔叔，我想成为一名骑士。,1107,骑士？想成为一名骑士很简单，也很困难，通过骑士试炼就可以了。,-1,如何才能通过骑士试炼？,1107,我已经开启了骑士试炼，一共三关，你逐个击败三个试炼怪物就可以了。,,,,,,,,,,,,,
130032,1107,你是否会为弱小挺身而出？,,,,,,,,,,,,,,,,,,,
130033,1107,看来第一关对你而言有点简单了，不错不错，继续吧。,,,,,,,,,,,,,,,,,,,
130034,1107,第二关，邪恶。无论是人还是别的事物，都有正反两面，你如何抉择？,,,,,,,,,,,,,,,,,,,
130035,1107,人的心中存在着正义，也必然存在着邪恶，就如同一面镜子，照亮着自己。,,,,,,,,,,,,,,,,,,,
130036,1107,嗯，虽然并不是十分迅速，但是还是做出了正确的选择。,,,,,,,,,,,,,,,,,,,
130037,1107,当正义被邪恶压倒，当弱小被欺凌，你是否有勇气站出来面对？去吧，去证明自己！,,,,,,,,,,,,,,,,,,,
130038,1107,一时的勇敢并不难，难的是持之以恒，希望你能明白。,,,,,,,,,,,,,,,,,,,
130039,-1,佩普叔叔，三关我已经全部闯过了，也明白了骑士应该坚持的品德。,1107,我果然没有看错你，很好，希望你能继续坚持下去。未来的骑士长大人，哈哈哈。,,,,,,,,,,,,,,,,,
130040,-1,大师，我想成为一名武僧，追求无上武道。,1109,想成为一名武僧，首先就是要把自身磨炼到极致，寻求突破自我。,-1,大师，如何才能突破自我？,1109,凭自己的领悟是无法做到这点的，你去和大自然学习吧。,,,,,,,,,,,,,
130041,1109,一力破万法。,,,,,,,,,,,,,,,,,,,
130042,-1,大师，黑熊我已经抓来了。,1109,熊十分具有力量，但是单单靠力量还是不够的，你继续寻找吧。,,,,,,,,,,,,,,,,,
130043,1109,身体魁梧才是强大么？你来回答。,-1,额，应该是吧。,1109,你去抓一只泡沫软泥怪来，我告诉你答案。,,,,,,,,,,,,,,,
130044,1109,柔中带刚，刚柔并济。,,,,,,,,,,,,,,,,,,,
130045,1109,外表的强大并不是真正的强大，身体也是如此，内外合一才是正确之道。,,,,,,,,,,,,,,,,,,,
130046,1109,力量，身体已经告诉你了，接下来就是身法，你去抓个鬼影回来吧。,,,,,,,,,,,,,,,,,,,
130047,1109,迅捷如风，进退自如。,,,,,,,,,,,,,,,,,,,
130048,1109,光有力量，身体还不够，你还需要敏捷，让你可以打到敌人，敌人却无法还击你，才能立于不败之地。,,,,,,,,,,,,,,,,,,,
130049,1109,身体的奥秘已经告知你了，接下来就是节奏，如何选择进攻的时机非常关键，你去抓捕一直狂暴刺球回来吧。,,,,,,,,,,,,,,,,,,,
130050,1109,其疾如风，其徐如林，侵掠如火，不动如山。,,,,,,,,,,,,,,,,,,,
130051,1109,武僧的强大并不是一味的压迫敌人，而是在合适的时机使用合适的方法，这个只能靠自己去钻研，实战出真知。,,,,,,,,,,,,,,,,,,,
130052,1109,追求武道的极致，突破自身的极限，是每个武僧的追求，也是每一个生物的追求，去抓只螳螂回来看看吧。,,,,,,,,,,,,,,,,,,,
130053,1109,力量和速度的结合，可以让破坏达到极致，但是也会有明显的弱点。,,,,,,,,,,,,,,,,,,,
130054,1109,该告诉你的，都已经告诉你了，希望你可以突破自己的极限，去追寻那天人合一之境。,,,,,,,,,,,,,,,,,,,
130055,-1,莫尔林大人，我想成为一名巫师。,1110,好啊，正好我的实验缺少人手，还跑了几个实验体，你去帮我把它们抓回来吧，省的麻烦。,,,,,,,,,,,,,,,,,
130056,1110,最近研究的课题陷入矛盾中了，怎么办？,,,,,,,,,,,,,,,,,,,
130057,1110,怎么就抓回来一个初级的？还有2个在外面呢。,,,,,,,,,,,,,,,,,,,
130058,1110,快去快去，别打扰我研究。这个元素怎么才能分解开来呢。。,-1,。。。还真是个研究狂人。。。,,,,,,,,,,,,,,,,,
130059,1110,我总觉得忘记了什么事情。。。,,,,,,,,,,,,,,,,,,,
130060,-1,莫而林大师，我回来了。,,,,,,,,,,,,,,,,,,,
130061,1110,咦，怎么是自主进化了？奇怪啊，难道有什么奇特的地方么？我得抓紧研究一下，你快去把最后一个抓回来。,,,,,,,,,,,,,,,,,,,
130062,1110,这个实验体的构造和以前完全不一样了，非常有研究价值。。,,,,,,,,,,,,,,,,,,,
130063,-1,莫而林大师，最后这个实验体好难抓啊，差点让它跑了。,1110,是么？我看看，居然进化到高级实验体了，非常重大的突破。,1110,还愣着干嘛？快点过来帮忙啊！巫师大人。,,,,,,,,,,,,,,,
130064,3005,炙热而澎湃的生命才是我所追求的。,,,,,,,,,,,,,,,,,,,90021
130065,3006,我诞生于波涛之中，起始于大海之上。,,,,,,,,,,,,,,,,,,,90022
130066,3007,大地崇尚力量，山岭忠于历史。,,,,,,,,,,,,,,,,,,,90023
130067,3008,风暴将摧毁一切！,,,,,,,,,,,,,,,,,,,90024
130068,3009,你确定你掌握了元素的奥秘么？,,,,,,,,,,,,,,,,,,,
130069,3010,弱小就是垃圾，应该被清理掉！,,,,,,,,,,,,,,,,,,,90025
130070,3011,只要这个世界上还有正义，那么邪恶也终将永恒。,,,,,,,,,,,,,,,,,,,90026
130071,3012,燃烧吧，哭泣吧，然后毁灭吧！,,,,,,,,,,,,,,,,,,,90027
130072,3013,我是谁？我在那里？,,,,,,,,,,,,,,,,,,,90028
130073,3014,我是谁？我在那里？,,,,,,,,,,,,,,,,,,,90029
130074,3015,我是谁？我在那里？,,,,,,,,,,,,,,,,,,,90030
130075,14000,点我进入战斗,,,,,,,,,,,,,,,,,,,
130076,14001,点我进入战斗,,,,,,,,,,,,,,,,,,,
130077,14002,点我进入战斗,,,,,,,,,,,,,,,,,,,
130078,14003,点我进入战斗,,,,,,,,,,,,,,,,,,,
130079,14004,点我进入战斗,,,,,,,,,,,,,,,,,,,
130080,14005,点我进入战斗,,,,,,,,,,,,,,,,,,,
130081,14006,点我进入战斗,,,,,,,,,,,,,,,,,,,
130082,14007,点我进入战斗,,,,,,,,,,,,,,,,,,,
130083,14008,点我进入战斗,,,,,,,,,,,,,,,,,,,
130084,14009,点我进入战斗,,,,,,,,,,,,,,,,,,,
130085,15000,点我进入战斗,,,,,,,,,,,,,,,,,,,
130086,15001,点我进入战斗,,,,,,,,,,,,,,,,,,,
130087,15002,点我进入战斗,,,,,,,,,,,,,,,,,,,
130088,15003,点我进入战斗,,,,,,,,,,,,,,,,,,,
130089,15004,点我进入战斗,,,,,,,,,,,,,,,,,,,
130090,15005,点我进入战斗,,,,,,,,,,,,,,,,,,,
130091,15006,点我进入战斗,,,,,,,,,,,,,,,,,,,
130092,15007,点我进入战斗,,,,,,,,,,,,,,,,,,,
130093,15008,点我进入战斗,,,,,,,,,,,,,,,,,,,
130094,15009,点我进入战斗,,,,,,,,,,,,,,,,,,,
130095,16000,点我进入战斗,,,,,,,,,,,,,,,,,,,
130096,16001,点我进入战斗,,,,,,,,,,,,,,,,,,,
130097,16002,点我进入战斗,,,,,,,,,,,,,,,,,,,
130098,16003,点我进入战斗,,,,,,,,,,,,,,,,,,,
130099,16004,点我进入战斗,,,,,,,,,,,,,,,,,,,
130100,16005,点我进入战斗,,,,,,,,,,,,,,,,,,,
130101,16006,点我进入战斗,,,,,,,,,,,,,,,,,,,
130102,16007,点我进入战斗,,,,,,,,,,,,,,,,,,,
130103,16008,点我进入战斗,,,,,,,,,,,,,,,,,,,
130104,16009,点我进入战斗,,,,,,,,,,,,,,,,,,,
130105,16010,点我进入战斗,,,,,,,,,,,,,,,,,,,
130106,16011,点我进入战斗,,,,,,,,,,,,,,,,,,,
130107,9583,我来教导你宠物的使用方法，你去抓一只毒蝎回来吧。,,,,,,,,,,,,,,,,,,,
130108,9583,我来教导你宠物的使用方法，你去抓一只海底龟回来吧。,,,,,,,,,,,,,,,,,,,
130109,9583,我来教导你宠物的使用方法，你去抓一只蜜蜂回来吧。,,,,,,,,,,,,,,,,,,,
130110,9583,我来教导你宠物的使用方法，你去抓一只怪怪箱回来吧。,,,,,,,,,,,,,,,,,,,
130111,9583,我来教导你宠物的使用方法，你去抓一只红帽哥布林回来吧。,,,,,,,,,,,,,,,,,,,
130112,9583,我来教导你宠物的使用方法，你去抓一只赤熊回来吧。,,,,,,,,,,,,,,,,,,,
130113,9583,我来教导你宠物的使用方法，你去抓一只亲卫刃使魔回来吧。,,,,,,,,,,,,,,,,,,,
130114,9583,我来教导你宠物的使用方法，你去抓一只堕落贼鼠回来吧。,,,,,,,,,,,,,,,,,,,
130115,9583,我来教导你宠物的使用方法，你去抓一只夺命螳螂回来吧。,,,,,,,,,,,,,,,,,,,
130116,9583,我来教导你宠物的使用方法，你去抓一只冰怪回来吧。,,,,,,,,,,,,,,,,,,,
130117,9583,毒蝎是一种属性十分平衡的宠物，作为新手阶段的过渡宠物是非常不错的。,,,,,,,,,,,,,,,,,,,
130118,9583,龟类宠物的特点就是防御非常高，可以学习护卫来保护自己。,,,,,,,,,,,,,,,,,,,
130119,9583,蜜蜂敏捷非常突出，攻击也不弱，可以搭配状态攻击技能进行输出。,,,,,,,,,,,,,,,,,,,
130120,9583,怪怪箱有着不俗的精神和防御，可以作为前期的魔法宠物进行培养。,,,,,,,,,,,,,,,,,,,
130121,9583,土蜘蛛拥有非常平均的三维属性，可以根据自身的职业特点对其进行培养、,,,,,,,,,,,,,,,,,,,
130122,9583,北极熊是典型的攻高血厚的代表，搭配强力的输出技能非常好用。,,,,,,,,,,,,,,,,,,,
130123,9583,亲卫刃使魔是很好的魔法宠物，较高的精神成长可以让魔法威力变大。,,,,,,,,,,,,,,,,,,,
130124,9583,不同于亲卫刃使魔的防御型魔法特点，贼鼠是敏捷型魔法宠物，好好培养它吧。,,,,,,,,,,,,,,,,,,,
130125,9583,作为攻敏中的代表宠物，夺命螳螂名不虚传，搭配连击等强力输出技能非常厉害。,,,,,,,,,,,,,,,,,,,
130126,9583,冰怪作为纯粹的肉盾，防御是它的骄傲，让它保护你，是正确的选择。,,,,,,,,,,,,,,,,,,,
130127,9583,我是宠物大师，我可以教导你一些宠物知识。,,,,,,,,,,,,,,,,,,,
130128,9584,每天可以在我这里传送到各个副本之中。,,,,,,,,,,,,,,,,,,,
130129,20007,最近有一批家族水晶遗失在雪地战场里面了，帮我找回那些水晶我会给你回报，不过请小心，那里十分危险！,,,,,,,,,,,,,,,,,,,
130130,20007,太感谢你了，这是你的报酬。,,,,,,,,,,,,,,,,,,,
130131,20007,不过我还需要一些水晶，你能帮我取回么？,,,,,,,,,,,,,,,,,,,
130132,20007,嗯，看样子没错，就是这些水晶。,,,,,,,,,,,,,,,,,,,
130133,20007,就剩最后一点水晶了，拿回来我们就可以继续建设家族驻地了，你再跑一趟吧。,,,,,,,,,,,,,,,,,,,
130134,20007,真是无畏的勇士，家族的骄傲，十分感谢你。,,,,,,,,,,,,,,,,,,,
130135,60016,火代表着希望与未来。（击败全部敌方守护兽则会胜利，请注意战斗策略以及保护好我方守护兽）,,,,,,,,,,,,,,,,,,,
130136,60033,水代表着活力与生机。（击败全部敌方守护兽则会胜利，请注意战斗策略以及保护好我方守护兽）,,,,,,,,,,,,,,,,,,,
130137,60000,风代表着流动与创新。（击败全部敌方守护兽则会胜利，请注意战斗策略以及保护好我方守护兽）,,,,,,,,,,,,,,,,,,,
130138,60048,地代表着沉稳与历史。（击败全部敌方守护兽则会胜利，请注意战斗策略以及保护好我方守护兽）,,,,,,,,,,,,,,,,,,,
130139,20003,完成任务了？干得漂亮！以后我们常合作哦。,,,,,,,,,,,,,,,,,,,
130140,20003,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
130141,20003,完成任务后再来找我吧，不然你什么都拿不到。,,,,,,,,,,,,,,,,,,,
130142,9585,可以让你的伙伴去完成各种任务获得奖励。,,,,,,,,,,,,,,,,,,,
130143,-1,有什么可以帮助你的呢？,,,,,,,,,,,,,,,,,,,
130144,-1,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
130145,-1,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
130200,4010,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81001
130201,4011,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81002
130202,4012,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81003
130203,4013,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81004
130204,4014,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81005
130205,4015,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81006
130206,4016,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81007
130207,4017,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81008
130208,4018,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81009
130209,4019,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81010
130210,4020,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81011
130211,4021,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81012
130212,4022,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81013
130213,4023,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81014
130214,4024,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81015
130215,4025,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81016
130216,4026,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81017
130217,4027,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81018
130218,4028,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81019
130219,4029,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81020
130220,4030,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81021
130221,4031,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81022
130222,4032,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81023
130223,4033,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81024
130224,4034,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81025
130225,4035,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81026
130226,4036,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81027
130227,4037,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81028
130228,4038,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81029
130229,4039,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81030
130230,4040,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81031
130231,4041,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81032
130232,4042,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81033
130233,4043,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81034
130234,4044,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81035
130235,4045,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81036
130236,4046,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81037
130237,4047,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81038
130238,4048,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81039
130239,4049,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81040
130240,4050,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81041
130241,4051,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81042
130242,4052,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81043
130243,4053,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81044
130244,4054,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81045
130245,4055,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81046
130246,4056,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81047
130247,4057,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81048
130248,4058,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81049
130249,4059,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81050
130250,4060,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81051
130251,4061,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81052
130252,4062,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81053
130253,4063,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81054
130254,4064,不好，被抓到了，快跑！,,,,,,,,,,,,,,,,,,,81055
